year,category,full_name,show,won
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,DOUG SAVANT,DESPERATE HOUSEWIVES,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,EVA LONGORIA,DESPERATE HOUSEWIVES,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,FELICITY HUFFMAN,DESPERATE HOUSEWIVES,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,JAMES DENTON,DESPERATE HOUSEWIVES,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,JOSHUA LOGAN MOORE,DESPERATE HOUSEWIVES,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,JOY LAUREN,DESPERATE HOUSEWIVES,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,KENDALL APPLEGATE,DESPERATE HOUSEWIVES,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,KYLE MacLACHLAN,DESPERATE HOUSEWIVES,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,LYNDSY FONSECA,DESPERATE HOUSEWIVES,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,MARCIA CROSS,DESPERATE HOUSEWIVES,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,MAX CARVER,DESPERATE HOUSEWIVES,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,NEAL McDONOUGH,DESPERATE HOUSEWIVES,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,NICOLLETTE SHERIDAN,DESPERATE HOUSEWIVES,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,RACHEL G. FOX,DESPERATE HOUSEWIVES,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,RICARDO ANTONIO CHAVIRA,DESPERATE HOUSEWIVES,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,SHANE KINSMAN,DESPERATE HOUSEWIVES,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,SHAWN PYFROM,DESPERATE HOUSEWIVES,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,TERI HATCHER,DESPERATE HOUSEWIVES,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,ZANE HUETT,DESPERATE HOUSEWIVES,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,,ENTOURAGE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,ADRIAN GRENIER,ENTOURAGE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,JEREMY PIVEN,ENTOURAGE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,JERRY FERRARA,ENTOURAGE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,KEVIN CONNOLLY,ENTOURAGE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,KEVIN DILLON,ENTOURAGE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,PERREY REEVES,ENTOURAGE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,REX LEE,ENTOURAGE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,,THE OFFICE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,ANGELA KINSEY,THE OFFICE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,B.J. NOVAK,THE OFFICE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,BRIAN BAUMGARTNER,THE OFFICE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,CRAIG ROBINSON,THE OFFICE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,CREED BRATTON,THE OFFICE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,ED HELMS,THE OFFICE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,JENNA FISCHER,THE OFFICE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,JOHN KRASINSKI,THE OFFICE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,KATE FLANNERY,THE OFFICE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,LESLIE DAVID BAKER,THE OFFICE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,MELORA HARDIN,THE OFFICE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,MINDY KALING,THE OFFICE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,OSCAR NUÑEZ,THE OFFICE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,PAUL LIEBERSTEIN,THE OFFICE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,PHYLLIS SMITH,THE OFFICE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,RAINN WILSON,THE OFFICE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,STEVE CARELL,THE OFFICE,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,,WEEDS,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,ALEXANDER GOULD,WEEDS,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,ALLIE GRANT,WEEDS,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,ANDY MILDER,WEEDS,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,DEMIÁN BICHIR,WEEDS,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,ELIZABETH PERKINS,WEEDS,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,ENRIQUE CASTILLO,WEEDS,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,GUILLERMO DIAZ,WEEDS,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,HEMKY MADERA,WEEDS,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,HUNTER PARRISH,WEEDS,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,JACK STEHLIN,WEEDS,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,JULIE BOWEN,WEEDS,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,JUSTIN KIRK,WEEDS,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,KEVIN NEALON,WEEDS,False
2009 - 15th Annual,ENSEMBLE IN A COMEDY SERIES,MARY-LOUISE PARKER,WEEDS,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,,BOSOTN LEGAL,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,CANDICE BERGEN,BOSTON LEGAL,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,CHRISTIAN CLEMENSON,BOSTON LEGAL,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,GARY ANTHONY WILLIAMS,BOSTON LEGAL,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,JAMES SPADER,BOSTON LEGAL,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,JOHN LARROQUETTE,BOSTON LEGAL,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,SAFFRON BURROWS,BOSTON LEGAL,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,TARA SUMMERS,BOSTON LEGAL,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,TARAJI P. HENSON,BOSTON LEGAL,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,WILLIAM SHATNER,BOSTON LEGAL,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,,DEXTER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,C.S. LEE,DEXTER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,CHRISTINA ROBINSON,DEXTER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,DAVID RAMSEY,DEXTER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,DAVID ZAYAS,DEXTER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,DESMOND HARRINGTON,DEXTER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,JAMES REMAR,DEXTER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,JASON MANUEL OLAZABAL,DEXTER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,JENNIFER CARPENTER,DEXTER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,JIMMY SMITS,DEXTER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,JULIE BENZ,DEXTER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,KRISTIN DATTILO,DEXTER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,LAUREN VELEZ,DEXTER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL C. HALL,DEXTER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,PRESTON BAILEY,DEXTER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,VALERIE CRUZ,DEXTER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,,HOUSE,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,HUGH LAURIE,HOUSE,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,JENNIFER MORRISON,HOUSE,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,JESSE SPENCER,HOUSE,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,KAL PENN,HOUSE,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,LISA EDELSTEIN,HOUSE,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,OLIVIA WILDE,HOUSE,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,OMAR EPPS,HOUSE,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,PETER JACOBSON,HOUSE,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,ROBERT SEAN LEONARD,HOUSE,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,,MAD MEN,True
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,AARON HART,MAD MEN,True
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,AARON STATON,MAD MEN,True
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,ALISON BRIE,MAD MEN,True
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,BRYAN BATT,MAD MEN,True
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,CHRISTINA HENDRICKS,MAD MEN,True
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,ELISABETH MOSS,MAD MEN,True
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,JANUARY JONES,MAD MEN,True
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,JOHN SLATTERY,MAD MEN,True
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,JON HAMM,MAD MEN,True
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,KIERNAN SHIPKA,MAD MEN,True
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,MARK MOSES,MAD MEN,True
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL GLADIS,MAD MEN,True
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,RICH SOMMER,MAD MEN,True
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,ROBERT MORSE,MAD MEN,True
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,VINCENT KARTHEISER,MAD MEN,True
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,,THE CLOSER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,COREY REYNOLDS,THE CLOSER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,G.W. BAILEY,THE CLOSER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,GINA RAVERA,THE CLOSER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,J.K. SIMMONS,THE CLOSER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,JON TENNEY,THE CLOSER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,KYRA SEDGWICK,THE CLOSER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,MICHAEL PAUL CHAN,THE CLOSER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,PHILLIP P. KEENE,THE CLOSER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,RAYMOND CRUZ,THE CLOSER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,ROBERT GOSSETT,THE CLOSER,False
2009 - 15th Annual,ENSEMBLE IN A DRAMA SERIES,TONY DENISON,THE CLOSER,False
2009 - 15th Annual,FEMALE COMEDY SERIES,TINA FEY,30 ROCK,True
2009 - 15th Annual,FEMALE COMEDY SERIES,CHRISTINA APPLEGATE,SAMANTHA WHO?,False
2009 - 15th Annual,FEMALE COMEDY SERIES,TRACEY ULLMAN,TRACEY ULLMAN'S STATE OF THE UNION,False
2009 - 15th Annual,FEMALE COMEDY SERIES,AMERICA FERRERA,UGLY BETTY,False
2009 - 15th Annual,FEMALE COMEDY SERIES,MARY-LOUISE PARKER,WEEDS,False
2009 - 15th Annual,FEMALE DRAMA SERIES,SALLY FIELD,BROTHERS & SISTERS,True
2009 - 15th Annual,FEMALE DRAMA SERIES,MARISKA HARGITAY,LAW & ORDER: SVU,False
2009 - 15th Annual,FEMALE DRAMA SERIES,ELISABETH MOSS,MAD MEN,False
2009 - 15th Annual,FEMALE DRAMA SERIES,HOLLY HUNTER,SAVING GRACE,False
2009 - 15th Annual,FEMALE DRAMA SERIES,KYRA SEDGWICK,THE CLOSER,False
2009 - 15th Annual,FEMALE LEAD ROLE,ANGELINA JOLIE,CHANGELING,False
2009 - 15th Annual,FEMALE LEAD ROLE,MERYL STREEP,DOUBT,True
2009 - 15th Annual,FEMALE LEAD ROLE,MELISSA LEO,FROZEN RIVER,False
2009 - 15th Annual,FEMALE LEAD ROLE,ANNE HATHAWAY,RACHEL GETTING MARRIED,False
2009 - 15th Annual,FEMALE LEAD ROLE,KATE WINSLET,REVOLUTIONARY ROAD,False
2009 - 15th Annual,FEMALE SUPPORTING ROLE,AMY ADAMS,DOUBT,False
2009 - 15th Annual,FEMALE SUPPORTING ROLE,VIOLA DAVIS,DOUBT,False
2009 - 15th Annual,FEMALE SUPPORTING ROLE,TARAJI P. HENSON,THE CURIOUS CASE OF BENJAMIN BUTTON,False
2009 - 15th Annual,FEMALE SUPPORTING ROLE,KATE WINSLET,THE READER,True
2009 - 15th Annual,FEMALE SUPPORTING ROLE,PENÉLOPE CRUZ,VICKY CRISTINA BARCELONA,False
2009 - 15th Annual,FEMALE TV MOVIE OR MINISERIES,PHYLICIA RASHAD,A RAISIN IN THE SUN,False
2009 - 15th Annual,FEMALE TV MOVIE OR MINISERIES,SUSAN SARANDON,BERNARD AND DORIS,False
2009 - 15th Annual,FEMALE TV MOVIE OR MINISERIES,SHIRLEY MacLAINE,COCO CHANEL,False
2009 - 15th Annual,FEMALE TV MOVIE OR MINISERIES,LAURA LINNEY,JOHN ADAMS,True
2009 - 15th Annual,FEMALE TV MOVIE OR MINISERIES,LAURA DERN,RECOUNT,False
2009 - 15th Annual,LIFE ACHIEVEMENT,JAMES EARL JONES,N/A,True
2009 - 15th Annual,MALE COMEDY SERIES,ALEC BALDWIN,30 ROCK,True
2009 - 15th Annual,MALE COMEDY SERIES,DAVID DUCHOVNY,CALIFORNICATION,False
2009 - 15th Annual,MALE COMEDY SERIES,JEREMY PIVEN,ENTOURAGE,False
2009 - 15th Annual,MALE COMEDY SERIES,TONY SHALHOUB,MONK,False
2009 - 15th Annual,MALE COMEDY SERIES,STEVE CARELL,THE OFFICE,False
2009 - 15th Annual,MALE DRAMA SERIES,JAMES SPADER,BOSTON LEGAL,False
2009 - 15th Annual,MALE DRAMA SERIES,WILLIAM SHATNER,BOSTON LEGAL,False
2009 - 15th Annual,MALE DRAMA SERIES,MICHAEL C. HALL,DEXTER,False
2009 - 15th Annual,MALE DRAMA SERIES,HUGH LAURIE,HOUSE,True
2009 - 15th Annual,MALE DRAMA SERIES,JON HAMM,MAD MEN,False
2009 - 15th Annual,MALE LEAD ROLE,FRANK LANGELLA,FROST/NIXON,False
2009 - 15th Annual,MALE LEAD ROLE,SEAN PENN,MILK,True
2009 - 15th Annual,MALE LEAD ROLE,BRAD PITT,THE CURIOUS CASE OF BENJAMIN BUTTON,False
2009 - 15th Annual,MALE LEAD ROLE,RICHARD JENKINS,THE VISITOR,False
2009 - 15th Annual,MALE LEAD ROLE,MICKEY ROURKE,THE WRESTLER,False
2009 - 15th Annual,MALE SUPPORTING ROLE,PHILIP SEYMOUR HOFFMAN,DOUBT,False
2009 - 15th Annual,MALE SUPPORTING ROLE,JOSH BROLIN,MILK,False
2009 - 15th Annual,MALE SUPPORTING ROLE,DEV PATEL,SLUMDOG MILLIONAIRE,False
2009 - 15th Annual,MALE SUPPORTING ROLE,HEATH LEDGER,THE DARK KNIGHT,True
2009 - 15th Annual,MALE SUPPORTING ROLE,"ROBERT DOWNEY, JR.",TROPIC THUNDER,False
2009 - 15th Annual,MALE TV MOVIE OR MINISERIES,KIEFER SUTHERLAND,24: REDEMPTION,False
2009 - 15th Annual,MALE TV MOVIE OR MINISERIES,RALPH FIENNES,BERNARD AND DORIS,False
2009 - 15th Annual,MALE TV MOVIE OR MINISERIES,PAUL GIAMATTI,JOHN ADAMS,True
2009 - 15th Annual,MALE TV MOVIE OR MINISERIES,TOM WILKINSON,JOHN ADAMS,False
2009 - 15th Annual,MALE TV MOVIE OR MINISERIES,KEVIN SPACEY,RECOUNT,False
2009 - 15th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,HELL BOY II: THE GOLDEN ARMY,False
2009 - 15th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,INDIANA JONES AND THE KINGDOM THE CRYSTAL SKULL,False
2009 - 15th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,IRON MAN,False
2009 - 15th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,THE DARK KNIGHT,True
2009 - 15th Annual,STUNT ENSEMBLE IN A MOTION PICTURE,,WANTED,False
2009 - 15th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,FRIDAY NIGHT LIGHTS,False
2009 - 15th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,HEROES,True
2009 - 15th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,PRISON BREAK,False
2009 - 15th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,THE CLOSER,False
2009 - 15th Annual,STUNT ENSEMBLE IN A TELEVISION SERIES,,THE UNIT,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,ALAN TUDYK,3:10 TO YUMA,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,BEN FOSTER,3:10 TO YUMA,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,CHRISTIAN BALE,3:10 TO YUMA,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,DALLAS ROBERTS,3:10 TO YUMA,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,GRETCHEN MOL,3:10 TO YUMA,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,LOGAN LERMAN,3:10 TO YUMA,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,PETER FONDA,3:10 TO YUMA,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,RUSSELL CROWE,3:10 TO YUMA,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,VINESSA SHAW,3:10 TO YUMA,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,ARMAND ASSANTE,AMERICAN GANGSTER,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,CARLA GUGINO,AMERICAN GANGSTER,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,CHIWETEL EJIOFOR,AMERICAN GANGSTER,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,"CUBA GOODING, JR.",AMERICAN GANGSTER,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,DENZEL WASHINGTON,AMERICAN GANGSTER,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,IDRIS ELBA,AMERICAN GANGSTER,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,JOE MORTON,AMERICAN GANGSTER,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,JOHN HAWKES,AMERICAN GANGSTER,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,JOHN ORTIZ,AMERICAN GANGSTER,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,JOSH BROLIN,AMERICAN GANGSTER,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,LYMARI NADAL,AMERICAN GANGSTER,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,"ROBERT FITZGERALD ""RZA"" DIGGS",AMERICAN GANGSTER,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,RUBY DEE,AMERICAN GANGSTER,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,RUSSELL CROWE,AMERICAN GANGSTER,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,TED LEVINE,AMERICAN GANGSTER,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,YUL VAZQUEZ,AMERICAN GANGSTER,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,ALLISON JANNEY,HAIRSPRAY,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,AMANDA BYNES,HAIRSPRAY,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,BRITTANY SNOW,HAIRSPRAY,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,CHRISTOPHER WALKEN,HAIRSPRAY,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,ELIJAH KELLEY,HAIRSPRAY,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,JAMES MARSDEN,HAIRSPRAY,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,JERRY STILLER,HAIRSPRAY,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,JOHN TRAVOLTA,HAIRSPRAY,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,MICHELLE PFEIFFER,HAIRSPRAY,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,NIKKI BLONSKY,HAIRSPRAY,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,PAUL DOOLEY,HAIRSPRAY,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,QUEEN LATIFAH,HAIRSPRAY,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,ZAC EFRON,HAIRSPRAY,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,BRIAN DIERKER,INTO THE WILD,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,CATHERINE KEENER,INTO THE WILD,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,EMILE HIRSCH,INTO THE WILD,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,HAL HOLBROOK,INTO THE WILD,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,JENA MALONE,INTO THE WILD,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,KRISTEN STEWART,INTO THE WILD,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,MARCIA GAY HARDEN,INTO THE WILD,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,VINCE VAUGHN,INTO THE WILD,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,WILLIAM HURT,INTO THE WILD,False
2008 - 14th Annual,CAST IN A MOTION PICTURE,GARRET DILLAHUNT,NO COUNTRY FOR OLD MEN,True
2008 - 14th Annual,CAST IN A MOTION PICTURE,JAVIER BARDEM,NO COUNTRY FOR OLD MEN,True
2008 - 14th Annual,CAST IN A MOTION PICTURE,JOSH BROLIN,NO COUNTRY FOR OLD MEN,True
2008 - 14th Annual,CAST IN A MOTION PICTURE,KELLY MACDONALD,NO COUNTRY FOR OLD MEN,True
2008 - 14th Annual,CAST IN A MOTION PICTURE,TESS HARPER,NO COUNTRY FOR OLD MEN,True
2008 - 14th Annual,CAST IN A MOTION PICTURE,TOMMY LEE JONES,NO COUNTRY FOR OLD MEN,True
2008 - 14th Annual,CAST IN A MOTION PICTURE,WOODY HARRELSON,NO COUNTRY FOR OLD MEN,True
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,,30 ROCK,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,ALEC BALDWIN,30 ROCK,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,GRIZZ CHAPMAN,30 ROCK,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,JACK McBRAYER,30 ROCK,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,JANE KRAKOWSKI,30 ROCK,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,JUDAH FRIEDLANDER,30 ROCK,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,KATRINA BOWDEN,30 ROCK,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,KEITH POWELL,30 ROCK,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,KEVIN BROWN,30 ROCK,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,LONNY ROSS,30 ROCK,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,MAULIK PANCHOLY,30 ROCK,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,SCOTT ADSIT,30 ROCK,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,TINA FEY,30 ROCK,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,TRACY MORGAN,30 ROCK,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,,DESPERATE HOUSEWIVES,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,ANDREA BOWEN,DESPERATE HOUSEWIVES,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,BRENDA STRONG,DESPERATE HOUSEWIVES,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,BRENT KINSMAN,DESPERATE HOUSEWIVES,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,DANA DELANY,DESPERATE HOUSEWIVES,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,DOUG SAVANT,DESPERATE HOUSEWIVES,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,DOUGRAY SCOTT,DESPERATE HOUSEWIVES,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,EVA LONGORIA,DESPERATE HOUSEWIVES,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,FELICITY HUFFMAN,DESPERATE HOUSEWIVES,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,JAMES DENTON,DESPERATE HOUSEWIVES,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,JOHN SLATTERY,DESPERATE HOUSEWIVES,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,JOY LAUREN,DESPERATE HOUSEWIVES,False
2008 - 14th Annual,ENSEMBLE IN A COMEDY SERIES,KATHRYN JOOSTEN,DESPERATE HOUSEWIVES,False
