,year_ceremony,category,film,name,cca
105,2018,Actor in a Supporting Role,Boy Erased,Nicole Kidman,Nominee
106,2018,Actor in a Supporting Role,The Favourite,Emma Stone,Nominee
107,2018,Actor in a Supporting Role,The Favourite,Rachel Weisz,Nominee
108,2019,Actor in a Supporting Role,Marriage Story,Laura Dern,Winner
109,2019,Actor in a Supporting Role,Jojo Rabbit,Scarlett Johansson,Nominee
110,2019,Actor in a Supporting Role,Hustlers,Jennifer Lopez,Nominee
111,2019,Actor in a Supporting Role,Little Women,Florence Pugh,Nominee
112,2019,Actor in a Supporting Role,Bombshell,Margot Robbie,Nominee
113,2019,Actor in a Supporting Role,The Farewell,Zhao Shu-zhen,Nominee
114,2020,Actor in a Supporting Role,Borat Subsequent Moviefilm,Maria Bakalova,Winner
115,2020,Actor in a Supporting Role,Pieces of a Woman,Ellen Burstyn,Nominee
116,2020,Actor in a Supporting Role,Hillbilly Elegy,Glenn Close,Nominee
117,2020,Actor in a Supporting Role,The Father,Olivia Colman,Nominee
118,2020,Actor in a Supporting Role,Mank,Amanda Seyfried,Nominee
119,2020,Actor in a Supporting Role,Minari,Youn Yuh-jung,Nominee
120,2021,Actor in a Supporting Role,West Side Story,Ariana DeBose,Winner
121,2021,Actor in a Supporting Role,Belfast,Caitríona Balfe,Nominee
122,2021,Actor in a Supporting Role,The Power of the Dog,Kirsten Dunst,Nominee
123,2021,Actor in a Supporting Role,Mass,Ann Dowd,Nominee
124,2021,Actor in a Supporting Role,King Richard,Aunjanue Ellis,Nominee
125,2021,Actor in a Supporting Role,West Side Story,Rita Moreno,Winner
126,2022,Actor in a Supporting Role,Black Panther: Wakanda Forever,Angela Bassett,Winner
127,2022,Actor in a Supporting Role,Women Talking,Jessie Buckley,Nominee
128,2022,Actor in a Supporting Role,The Banshees of Inisherin,Kerry Condon,Nominee
129,2022,Actor in a Supporting Role,Everything Everywhere All at Once,Jamie Lee Curtis,Nominee
130,2022,Actor in a Supporting Role,Everything Everywhere All at Once,Stephanie Hsu,Nominee
131,2022,Actor in a Supporting Role,Glass Onion: A Knives Out Mystery,Janelle Monáe,Nominee
